job_id,job_title,salary_usd,location,work_type,experience_level,industry,company_size,skills_required,num_skills,post_date,applicants
JP-10549,Senior Data Engineer,187000,"Miami, FL",Remote,Lead (10+ yrs),Finance,Small (51-200),"Azure, MySQL, Kafka, Docker, PyTorch, Java, BigQuery",7,2025-06-12,123
JP-10550,Business Analyst,64000,"Raleigh, NC",Remote,Mid (3-5 yrs),Media,Mid-Market (201-1000),"GCP, Power BI, Kafka, Tableau",4,2025-09-07,132
JP-10551,Data Engineer,114000,"Atlanta, GA",Hybrid,Mid (3-5 yrs),Retail,Enterprise (5000+),"Databricks, SQL, Airflow",3,2025-06-23,68
JP-10552,Data Engineer,113000,"Miami, FL",Hybrid,Entry (0-2 yrs),Finance,Small (51-200),"SQL, dbt, GCP, R",4,2025-05-24,117
JP-10553,Senior Data Scientist,169000,"Portland, OR",Hybrid,Mid (3-5 yrs),Finance,Small (51-200),"Scala, Redshift, R, XGBoost, TensorFlow, AWS",6,2025-04-09,91
JP-10554,BI Analyst,88000,"Chicago, IL",Remote,Entry (0-2 yrs),Technology,Enterprise (5000+),"Redshift, Power BI, Excel, MySQL",4,2025-04-10,162
JP-10555,Senior Data Scientist,198000,"Dallas, TX",Remote,Lead (10+ yrs),Manufacturing,Mid-Market (201-1000),"Redshift, SQL, Tableau, Snowflake, Spark MLlib, Kafka, Excel, Azure",8,2025-03-05,144
JP-10556,Data Analyst,105000,"Boston, MA",Hybrid,Senior (6-10 yrs),Finance,Small (51-200),"Tableau, SQL, MySQL",3,2025-02-04,84
JP-10557,Data Analyst,85000,"New York, NY",Remote,Entry (0-2 yrs),Finance,Large (1001-5000),"Google Sheets, MySQL, Snowflake, SQL",4,2025-05-03,128
JP-10558,Data Analyst,64000,"Miami, FL",Remote,Mid (3-5 yrs),Healthcare,Large (1001-5000),"Snowflake, AWS, Scala, R, Excel",5,2025-04-17,137
JP-10559,Senior Data Analyst,102000,"Atlanta, GA",Hybrid,Lead (10+ yrs),Healthcare,Startup (1-50),"Kafka, BigQuery, Google Sheets, PostgreSQL, Spark MLlib, Looker, R, Snowflake",8,2025-02-27,80
JP-10560,Data Analyst,68000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Healthcare,Enterprise (5000+),"SQL, Power BI, Kafka, MySQL, MongoDB, R",6,2025-11-05,113
JP-10561,BI Analyst,85000,"Nashville, TN",Hybrid,Senior (6-10 yrs),Retail,Large (1001-5000),"SQL, Tableau, Python",3,2025-10-18,74
JP-10562,ML Engineer,273000,"New York, NY",Hybrid,Lead (10+ yrs),Consulting,Large (1001-5000),"Python, Scikit-learn, TensorFlow, Azure",4,2025-01-08,92
JP-10563,Data Analyst,85000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Technology,Enterprise (5000+),"Python, Tableau, Redshift, Docker, PostgreSQL",5,2025-09-03,70
JP-10564,Senior Data Analyst,95000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Consulting,Enterprise (5000+),"Kafka, Python, Power BI, Tableau, GCP, Java",6,2025-07-28,73
JP-10565,Data Analyst,78000,"Denver, CO",Hybrid,Entry (0-2 yrs),Media,Mid-Market (201-1000),"MySQL, Scala, Looker, PostgreSQL, Tableau",5,2025-10-04,92
JP-10566,Data Engineer,186000,"Minneapolis, MN",On-Site,Lead (10+ yrs),Media,Large (1001-5000),"Java, Kafka",2,2025-04-27,71
JP-10567,Senior Data Engineer,209000,"Phoenix, AZ",Hybrid,Lead (10+ yrs),Finance,Mid-Market (201-1000),"Java, MongoDB, TensorFlow, Airflow, Spark MLlib, MySQL, Git, AWS",8,2025-01-09,83
JP-10568,Data Analyst,84000,"New York, NY",Remote,Entry (0-2 yrs),Technology,Enterprise (5000+),"Excel, Git, GCP",3,2025-12-14,196
JP-10569,Data Scientist,129000,"San Francisco, CA",Hybrid,Senior (6-10 yrs),Manufacturing,Startup (1-50),"Scikit-learn, Python, Looker, XGBoost",4,2025-10-06,87
JP-10570,Data Analyst,73000,"Austin, TX",On-Site,Entry (0-2 yrs),Finance,Large (1001-5000),"AWS, Java, Python, Excel",4,2025-02-05,106
JP-10571,Data Scientist,125000,"Atlanta, GA",Hybrid,Lead (10+ yrs),Retail,Mid-Market (201-1000),"AWS, Scala, Scikit-learn, TensorFlow, Looker, Power BI, MySQL, Snowflake",8,2025-04-28,75
JP-10572,BI Analyst,63000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Technology,Startup (1-50),"Excel, Kafka",2,2025-08-03,106
JP-10573,Data Scientist,113000,"Chicago, IL",Hybrid,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Java, Databricks, Airflow, Spark MLlib, Power BI",5,2025-04-29,130
JP-10574,Senior Data Analyst,119000,"Chicago, IL",On-Site,Senior (6-10 yrs),Healthcare,Mid-Market (201-1000),"Power BI, Docker, Snowflake, SQL, Redshift",5,2025-09-19,78
JP-10575,Data Analyst,49000,"Phoenix, AZ",Hybrid,Entry (0-2 yrs),Technology,Enterprise (5000+),"BigQuery, SQL",2,2025-04-09,116
JP-10576,Senior Data Engineer,226000,"Nashville, TN",Hybrid,Lead (10+ yrs),Consulting,Large (1001-5000),"Scala, Git, Java, PostgreSQL, Databricks",5,2025-07-21,66
JP-10577,Business Analyst,78000,"Miami, FL",On-Site,Senior (6-10 yrs),Retail,Mid-Market (201-1000),"R, Scala",2,2025-06-22,84
JP-10578,Data Analyst,69000,"Atlanta, GA",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"SQL, BigQuery, Looker, Redshift",4,2025-12-09,82
JP-10579,Data Engineer,130000,"Phoenix, AZ",On-Site,Senior (6-10 yrs),Finance,Small (51-200),"Kafka, Scala, dbt, PyTorch, Databricks, TensorFlow",6,2025-05-19,85
JP-10580,ML Engineer,96000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Technology,Small (51-200),"Java, PyTorch, BigQuery, Spark MLlib, Kafka, Looker",6,2025-06-10,125
JP-10581,Data Analyst,68000,"Seattle, WA",Hybrid,Entry (0-2 yrs),Manufacturing,Enterprise (5000+),"SQL, MySQL, Databricks, Excel, AWS, Spark MLlib",6,2025-05-02,86
JP-10582,Data Analyst,86000,"Dallas, TX",Hybrid,Senior (6-10 yrs),Manufacturing,Small (51-200),"Python, Excel, Looker, Snowflake, MySQL, R",6,2025-08-11,86
JP-10583,Data Engineer,105000,"Portland, OR",Hybrid,Entry (0-2 yrs),Technology,Small (51-200),"Redshift, Git, Java, GCP",4,2025-07-10,109
JP-10584,Data Analyst,75000,"New York, NY",On-Site,Entry (0-2 yrs),Finance,Large (1001-5000),"Power BI, SQL",2,2025-11-27,109
JP-10585,Senior Data Engineer,158000,"Atlanta, GA",On-Site,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"dbt, Git, Java, Python, PostgreSQL, GCP, MongoDB",7,2025-05-09,83
JP-10586,Data Analyst,90000,"Nashville, TN",Hybrid,Senior (6-10 yrs),Technology,Small (51-200),"Databricks, Google Sheets, AWS",3,2025-05-28,97
JP-10587,Senior Data Scientist,214000,Remote,Remote,Senior (6-10 yrs),Media,Enterprise (5000+),"Airflow, Tableau, dbt, TensorFlow, MongoDB, Python, Scala, Google Sheets",8,2025-01-25,134
JP-10588,Data Scientist,99000,"Raleigh, NC",Remote,Mid (3-5 yrs),Media,Large (1001-5000),"Databricks, Python, AWS, Git",4,2025-09-26,124
JP-10589,Data Scientist,122000,"Miami, FL",Hybrid,Mid (3-5 yrs),Manufacturing,Enterprise (5000+),"Tableau, Airflow, PostgreSQL, Power BI, Java, GCP, XGBoost",7,2025-11-29,82
JP-10590,BI Analyst,93000,"Denver, CO",Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"AWS, R, Tableau, SQL, Docker",5,2025-07-01,121
JP-10591,BI Analyst,78000,"Dallas, TX",Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"Databricks, Looker, Redshift, Power BI, MongoDB, Scala",6,2025-08-13,118
JP-10592,BI Analyst,76000,"Denver, CO",Hybrid,Mid (3-5 yrs),Consulting,Large (1001-5000),"MySQL, Snowflake, PostgreSQL, GCP",4,2025-04-23,98
JP-10593,Data Analyst,68000,"Chicago, IL",On-Site,Mid (3-5 yrs),Finance,Small (51-200),"BigQuery, Looker",2,2025-04-23,71
JP-10594,Data Scientist,143000,Remote,Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"Redshift, SQL, Scala, PyTorch",4,2025-04-26,126
JP-10595,BI Analyst,64000,"Denver, CO",Remote,Entry (0-2 yrs),Government,Enterprise (5000+),"Looker, Azure",2,2025-03-20,191
JP-10596,ML Engineer,130000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"dbt, Docker, MongoDB, Scala, Scikit-learn",5,2025-09-09,86
JP-10597,ML Engineer,132000,"Denver, CO",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"TensorFlow, Scala, AWS, dbt, XGBoost",5,2025-03-10,132
JP-10598,Business Analyst,79000,"Raleigh, NC",Hybrid,Mid (3-5 yrs),Retail,Enterprise (5000+),"AWS, Google Sheets, BigQuery, SQL",4,2025-11-12,63
JP-10599,Analytics Engineer,127000,"New York, NY",Hybrid,Mid (3-5 yrs),Manufacturing,Small (51-200),"Snowflake, Kafka, MySQL, Azure, BigQuery, Python, Scala, Looker",8,2025-12-27,73
JP-10600,Data Analyst,82000,"New York, NY",Hybrid,Entry (0-2 yrs),Finance,Startup (1-50),"Spark MLlib, SQL, PyTorch, PostgreSQL, Excel",5,2025-06-26,102
JP-10601,Data Analyst,85000,"San Francisco, CA",On-Site,Entry (0-2 yrs),Healthcare,Small (51-200),"MongoDB, Excel, MySQL, SQL, Looker",5,2025-03-17,110
JP-10602,Data Analyst,61000,"Seattle, WA",Hybrid,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"TensorFlow, Google Sheets, Spark MLlib, Git, Redshift, Python, Looker",7,2025-08-21,112
JP-10603,ML Engineer,141000,"Portland, OR",Remote,Mid (3-5 yrs),Finance,Enterprise (5000+),"Python, Spark MLlib, TensorFlow",3,2025-05-16,150
JP-10604,Business Analyst,78000,"Miami, FL",Remote,Senior (6-10 yrs),Technology,Small (51-200),"AWS, Python, Excel, Power BI",4,2025-11-04,124
JP-10605,Data Engineer,157000,"Atlanta, GA",Hybrid,Senior (6-10 yrs),Media,Mid-Market (201-1000),"dbt, Tableau, AWS, Docker, Snowflake, Java, SQL, TensorFlow, Excel, PyTorch",10,2025-03-04,97
JP-10606,Analytics Engineer,200000,"San Francisco, CA",Remote,Senior (6-10 yrs),Insurance,Enterprise (5000+),"Snowflake, Kafka, Tableau, Airflow, Databricks, BigQuery",6,2025-11-14,116
JP-10607,BI Analyst,64000,"Phoenix, AZ",Remote,Entry (0-2 yrs),Technology,Startup (1-50),"Looker, Snowflake, Redshift, AWS",4,2025-04-27,162
JP-10608,Analytics Engineer,98000,"Nashville, TN",On-Site,Mid (3-5 yrs),Finance,Large (1001-5000),"Python, Airflow, Java, Tableau",4,2025-02-19,82
JP-10609,Data Engineer,138000,"Dallas, TX",Remote,Mid (3-5 yrs),Government,Small (51-200),"Azure, MySQL, Airflow, Scala, GCP",5,2025-06-24,132
JP-10610,Analytics Engineer,121000,Remote,Remote,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"AWS, Redshift, Azure, Kafka, Python",5,2025-05-22,110
JP-10611,Business Analyst,53000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Consulting,Enterprise (5000+),"SQL, Java, PostgreSQL",3,2025-05-18,127
JP-10612,BI Analyst,90000,"Seattle, WA",Remote,Entry (0-2 yrs),Education,Enterprise (5000+),"Python, Google Sheets, Java, PostgreSQL, Redshift",5,2025-03-28,191
JP-10613,BI Analyst,72000,"Raleigh, NC",Hybrid,Mid (3-5 yrs),Consulting,Small (51-200),"Power BI, Excel",2,2025-09-28,81
JP-10614,Business Analyst,82000,"Seattle, WA",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"R, SQL, Redshift",3,2025-10-23,80
JP-10615,Senior Data Analyst,127000,"Miami, FL",Remote,Mid (3-5 yrs),Technology,Large (1001-5000),"Scikit-learn, Excel, Power BI",3,2025-07-31,145
JP-10616,Data Analyst,78000,"Austin, TX",Remote,Mid (3-5 yrs),Manufacturing,Large (1001-5000),"Power BI, TensorFlow, Scala",3,2025-09-08,124
JP-10617,Data Scientist,114000,"Chicago, IL",Remote,Mid (3-5 yrs),Technology,Startup (1-50),"XGBoost, BigQuery, Tableau, Java, PostgreSQL",5,2025-08-19,99
JP-10618,Senior Data Analyst,119000,"Raleigh, NC",On-Site,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"Google Sheets, Kafka, Git, R",4,2025-07-26,79
JP-10619,Data Analyst,69000,"Portland, OR",On-Site,Entry (0-2 yrs),Media,Small (51-200),"Scala, R, Power BI, Tableau",4,2025-04-10,99
JP-10620,Senior Data Analyst,99000,"Minneapolis, MN",On-Site,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Redshift, Excel, MongoDB, Scala, Azure",5,2025-12-20,75
JP-10621,Data Analyst,67000,"Portland, OR",Remote,Entry (0-2 yrs),Healthcare,Mid-Market (201-1000),"Power BI, Python, GCP, Scikit-learn, Java",5,2025-05-02,205
JP-10622,Data Engineer,177000,"New York, NY",Remote,Senior (6-10 yrs),Insurance,Large (1001-5000),"Snowflake, Kafka, SQL, MySQL, AWS",5,2025-12-23,126
JP-10623,Business Analyst,80000,"Boston, MA",Hybrid,Entry (0-2 yrs),Technology,Large (1001-5000),"PostgreSQL, dbt, Power BI",3,2025-04-26,110
JP-10624,Data Engineer,173000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Consulting,Large (1001-5000),"Java, R, Docker, Snowflake, Airflow, Spark MLlib, PostgreSQL",7,2025-05-17,80
JP-10625,BI Analyst,89000,"Minneapolis, MN",On-Site,Senior (6-10 yrs),Retail,Mid-Market (201-1000),"Databricks, Azure, Excel",3,2025-06-11,89
JP-10626,Business Analyst,75000,"Austin, TX",On-Site,Entry (0-2 yrs),Finance,Enterprise (5000+),"Azure, Python, AWS",3,2025-07-22,147
JP-10627,Analytics Engineer,117000,"Portland, OR",On-Site,Mid (3-5 yrs),Healthcare,Small (51-200),"AWS, Python, Kafka, Azure, BigQuery, PostgreSQL",6,2025-09-23,74
JP-10628,Data Analyst,61000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Media,Large (1001-5000),"Tableau, Python, SQL",3,2025-03-26,116
JP-10629,BI Analyst,50000,"Phoenix, AZ",Hybrid,Entry (0-2 yrs),Insurance,Startup (1-50),"SQL, Scala, Google Sheets, Tableau",4,2025-03-23,133
JP-10630,Data Analyst,60000,"Raleigh, NC",Hybrid,Mid (3-5 yrs),Healthcare,Large (1001-5000),"BigQuery, Looker",2,2025-01-23,85
JP-10631,Data Engineer,146000,"San Francisco, CA",Remote,Mid (3-5 yrs),Finance,Small (51-200),"MongoDB, Scala, Tableau, GCP",4,2025-01-22,110
JP-10632,Senior Data Scientist,207000,"San Francisco, CA",Hybrid,Senior (6-10 yrs),Retail,Mid-Market (201-1000),"Databricks, SQL, Scikit-learn, Azure",4,2025-10-12,93
JP-10633,ML Engineer,168000,"Minneapolis, MN",Remote,Lead (10+ yrs),Retail,Large (1001-5000),"Kafka, Databricks, R, Scikit-learn, AWS",5,2025-03-23,124
JP-10634,Data Analyst,51000,"Nashville, TN",On-Site,Mid (3-5 yrs),Manufacturing,Small (51-200),"Excel, Looker, Git, Kafka, SQL",5,2025-12-12,92
JP-10635,Business Analyst,76000,"Dallas, TX",Remote,Senior (6-10 yrs),Consulting,Small (51-200),"R, Looker, Python",3,2025-07-08,132
JP-10636,Senior Data Analyst,125000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Consulting,Enterprise (5000+),"Docker, Looker, dbt, Tableau, GCP, Spark MLlib, SQL, Azure, Python",9,2025-03-05,78
JP-10637,Senior Data Scientist,166000,"Portland, OR",Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"BigQuery, SQL, XGBoost, Spark MLlib, AWS",5,2025-01-06,129
JP-10638,ML Engineer,214000,"Austin, TX",Remote,Senior (6-10 yrs),Finance,Enterprise (5000+),"PyTorch, GCP, Snowflake, Scala",4,2025-07-20,148
JP-10639,Business Analyst,54000,"Phoenix, AZ",Remote,Entry (0-2 yrs),Technology,Startup (1-50),"BigQuery, Scala, Power BI",3,2025-03-22,158
JP-10640,ML Engineer,151000,"Portland, OR",Hybrid,Mid (3-5 yrs),Finance,Startup (1-50),"Python, XGBoost, PostgreSQL",3,2025-09-10,81
JP-10641,ML Engineer,170000,"Denver, CO",On-Site,Senior (6-10 yrs),Technology,Large (1001-5000),"Git, Python, BigQuery, TensorFlow, PostgreSQL",5,2025-04-19,79
JP-10642,Data Analyst,84000,"Seattle, WA",Remote,Entry (0-2 yrs),Media,Enterprise (5000+),"Excel, Google Sheets, Scala, Git",4,2025-03-01,169
JP-10643,Senior Data Analyst,129000,"Nashville, TN",Remote,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"GCP, Redshift, PostgreSQL, Kafka, Excel, Scala",6,2025-10-21,121
JP-10644,Senior Data Analyst,194000,"San Francisco, CA",On-Site,Senior (6-10 yrs),Technology,Enterprise (5000+),"Excel, Java, Scala",3,2025-02-15,90
JP-10645,Analytics Engineer,106000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Insurance,Mid-Market (201-1000),"BigQuery, Redshift, Looker, Power BI, Kafka, Python, dbt",7,2025-10-13,69
JP-10646,Data Scientist,177000,"Denver, CO",Remote,Lead (10+ yrs),Technology,Large (1001-5000),"TensorFlow, Google Sheets, Spark MLlib, R, SQL",5,2025-07-28,139
JP-10647,Analytics Engineer,196000,"New York, NY",Remote,Senior (6-10 yrs),Finance,Large (1001-5000),"GCP, Snowflake, Java, Spark MLlib, Airflow, R",6,2025-12-11,121
JP-10648,Analytics Engineer,117000,"Nashville, TN",On-Site,Mid (3-5 yrs),Finance,Enterprise (5000+),"Airflow, PostgreSQL, Excel, Looker, GCP, dbt",6,2025-07-19,68
JP-10649,Data Analyst,92000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Technology,Large (1001-5000),"Google Sheets, SQL, Airflow, Redshift, AWS, Docker, Python, GCP",8,2025-01-26,85
JP-10650,BI Analyst,62000,"Austin, TX",Remote,Mid (3-5 yrs),Finance,Startup (1-50),"Java, Redshift, Power BI, Excel, BigQuery",5,2025-05-15,145
JP-10651,Data Analyst,97000,"Nashville, TN",Hybrid,Lead (10+ yrs),Technology,Small (51-200),"Docker, PostgreSQL, R",3,2025-04-15,74
JP-10652,Analytics Engineer,125000,"Nashville, TN",Remote,Senior (6-10 yrs),Technology,Startup (1-50),"Git, R, SQL, PostgreSQL, Google Sheets",5,2025-07-22,128
JP-10653,Business Analyst,67000,"San Francisco, CA",On-Site,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Python, Power BI, Java",3,2025-01-08,128
JP-10654,Analytics Engineer,141000,"Miami, FL",On-Site,Mid (3-5 yrs),Manufacturing,Enterprise (5000+),"Docker, Git, MySQL, GCP, Scala",5,2025-10-06,84
JP-10655,Senior Data Engineer,278000,"Boston, MA",Remote,Lead (10+ yrs),Insurance,Small (51-200),"dbt, Docker, Java, Scikit-learn, Scala, PostgreSQL, MongoDB",7,2025-04-03,134
JP-10656,Senior Data Analyst,108000,"Boston, MA",Hybrid,Senior (6-10 yrs),Manufacturing,Startup (1-50),"Java, MongoDB, dbt, Scala",4,2025-10-13,79
JP-10657,Data Engineer,156000,"Phoenix, AZ",Remote,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"MySQL, Kafka, Tableau, Looker, Docker, R",6,2025-11-28,129
JP-10658,Data Analyst,137000,"Boston, MA",Hybrid,Lead (10+ yrs),Consulting,Mid-Market (201-1000),"Python, SQL, Airflow, Snowflake, dbt",5,2025-11-11,67
JP-10659,Data Analyst,56000,"Miami, FL",On-Site,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Power BI, Java, Scala",3,2025-12-15,74
JP-10660,Senior Data Scientist,188000,"Denver, CO",Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"SQL, GCP, Snowflake, Kafka, dbt, Scikit-learn",6,2025-08-24,150
JP-10661,Data Engineer,159000,"Austin, TX",Hybrid,Mid (3-5 yrs),Retail,Enterprise (5000+),"Azure, Databricks, Scala, BigQuery",4,2025-12-17,86
JP-10662,Senior Data Engineer,278000,"Boston, MA",Hybrid,Lead (10+ yrs),Healthcare,Mid-Market (201-1000),"Databricks, Airflow, dbt, R, BigQuery, Azure, PostgreSQL",7,2025-07-17,74
JP-10663,ML Engineer,117000,"Dallas, TX",Remote,Mid (3-5 yrs),Consulting,Mid-Market (201-1000),"AWS, XGBoost, dbt, R, Databricks",5,2025-02-14,136
JP-10664,Analytics Engineer,99000,"Austin, TX",Hybrid,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Kafka, Excel, R, MySQL, Google Sheets, MongoDB, Docker",7,2025-07-01,73
JP-10665,Data Analyst,84000,"Denver, CO",Hybrid,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"Java, MySQL, Power BI, R",4,2025-08-02,75
JP-10666,Data Analyst,77000,"Boston, MA",On-Site,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"R, Docker, Google Sheets, Looker, Git",5,2025-06-05,75
JP-10667,ML Engineer,119000,"Nashville, TN",On-Site,Mid (3-5 yrs),Finance,Enterprise (5000+),"Azure, AWS, Power BI, Scikit-learn, PyTorch, Scala, Python, MongoDB",8,2025-12-16,94
JP-10668,Data Analyst,67000,"Chicago, IL",On-Site,Entry (0-2 yrs),Retail,Mid-Market (201-1000),"Java, Power BI, SQL",3,2025-03-08,114
JP-10669,Business Analyst,54000,"Dallas, TX",On-Site,Mid (3-5 yrs),Technology,Small (51-200),"Tableau, dbt, Power BI",3,2025-11-17,64
JP-10670,Business Analyst,75000,"New York, NY",Hybrid,Entry (0-2 yrs),Technology,Startup (1-50),"Scala, Power BI",2,2025-04-03,112
JP-10671,Analytics Engineer,127000,"Atlanta, GA",Hybrid,Mid (3-5 yrs),Retail,Large (1001-5000),"Snowflake, MySQL, Databricks, Airflow, Scala",5,2025-03-31,83
JP-10672,Data Analyst,67000,"Miami, FL",Remote,Mid (3-5 yrs),Education,Enterprise (5000+),"BigQuery, SQL, Python, Google Sheets",4,2025-11-24,150
JP-10673,Business Analyst,74000,"Dallas, TX",Remote,Entry (0-2 yrs),Finance,Enterprise (5000+),"Redshift, Power BI, Google Sheets, BigQuery",4,2025-05-29,205
JP-10674,Senior Data Analyst,180000,"San Francisco, CA",Hybrid,Senior (6-10 yrs),Insurance,Enterprise (5000+),"Snowflake, Google Sheets, R, BigQuery, PostgreSQL, TensorFlow, Python, Excel",8,2025-03-08,78
JP-10675,Data Analyst,57000,"Phoenix, AZ",On-Site,Mid (3-5 yrs),Finance,Startup (1-50),"Excel, Looker, R, Scala",4,2025-12-21,88
JP-10676,BI Analyst,70000,"Minneapolis, MN",Hybrid,Entry (0-2 yrs),Retail,Mid-Market (201-1000),"AWS, Python, Looker",3,2025-02-04,109
JP-10677,Business Analyst,75000,"Raleigh, NC",On-Site,Mid (3-5 yrs),Education,Enterprise (5000+),"R, Scala, Redshift, MySQL, Looker, Google Sheets",6,2025-08-29,82
JP-10678,Data Analyst,55000,"Miami, FL",Hybrid,Entry (0-2 yrs),Finance,Large (1001-5000),"MySQL, Excel, Python, R, Git, Google Sheets, Airflow",7,2025-06-25,112
JP-10679,Data Engineer,120000,"Nashville, TN",On-Site,Mid (3-5 yrs),Retail,Enterprise (5000+),"Power BI, Kafka, Redshift, dbt, Scala, GCP, Snowflake",7,2025-10-23,80
JP-10680,Data Engineer,153000,Remote,Remote,Mid (3-5 yrs),Technology,Small (51-200),"SQL, MongoDB, AWS, dbt",4,2025-01-09,132
JP-10681,BI Analyst,62000,"Austin, TX",Hybrid,Entry (0-2 yrs),Insurance,Small (51-200),"AWS, Power BI, BigQuery, PostgreSQL",4,2025-09-03,116
JP-10682,Senior Data Analyst,93000,"Atlanta, GA",Remote,Mid (3-5 yrs),Consulting,Large (1001-5000),"GCP, Excel, Tableau, MySQL",4,2025-01-17,121
JP-10683,Senior Data Analyst,141000,"New York, NY",Hybrid,Senior (6-10 yrs),Healthcare,Enterprise (5000+),"SQL, Scala, Looker",3,2025-03-30,69
JP-10684,ML Engineer,192000,"Chicago, IL",On-Site,Senior (6-10 yrs),Healthcare,Small (51-200),"TensorFlow, XGBoost, PostgreSQL, AWS, Airflow, Python",6,2025-08-18,75
JP-10685,Data Analyst,50000,"Portland, OR",On-Site,Entry (0-2 yrs),Technology,Startup (1-50),"Excel, Java",2,2025-07-04,116
JP-10686,ML Engineer,138000,Remote,Remote,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Databricks, Python, XGBoost, dbt, MySQL",5,2025-05-11,128
JP-10687,Analytics Engineer,81000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Technology,Small (51-200),"Looker, GCP, Airflow, Redshift, Java",5,2025-01-20,72
JP-10688,Data Analyst,69000,"Miami, FL",Hybrid,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Spark MLlib, Tableau, Scikit-learn, Redshift, SQL, BigQuery, Looker, Python",8,2025-12-17,76
JP-10689,Data Analyst,70000,"Denver, CO",Hybrid,Entry (0-2 yrs),Education,Large (1001-5000),"Redshift, Tableau, Docker, Kafka, MongoDB",5,2025-01-08,112
JP-10690,Data Analyst,107000,"Raleigh, NC",Remote,Senior (6-10 yrs),Insurance,Enterprise (5000+),"Azure, Power BI, Google Sheets, Python",4,2025-05-01,123
JP-10691,Business Analyst,68000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Government,Mid-Market (201-1000),"MongoDB, Redshift",2,2025-02-06,67
